id:ID,name,:LABEL
chembl:CHEMBL193,NIFEDIPINE,Drug
chembl:CHEMBL514409,HESPERADIN,Drug
chembl:CHEMBL165,RESVERATROL,Drug
chembl:CHEMBL117785,TETRABENAZINE,Drug
chembl:CHEMBL11,IMIPRAMINE,Drug
chembl:CHEMBL2218861,QUINAGOLIDE,Drug
chembl:CHEMBL831,LOXAPINE,Drug
chembl:CHEMBL250270,LERCANIDIPINE,Drug
chembl:CHEMBL472,GLYBURIDE,Drug
chembl:CHEMBL46516,FLUSPIRILENE,Drug
chembl:CHEMBL283754,CINALUKAST,Drug
chembl:CHEMBL23,DILTIAZEM,Drug
chembl:CHEMBL3,NICOTINE,Drug
chembl:CHEMBL1428,NIMODIPINE,Drug
chembl:CHEMBL431210,CHEMBL431210,Drug
chembl:CHEMBL485253,METHYSERGIDE,Drug
chembl:CHEMBL509924,DIFLUCORTOLONE,Drug
chembl:CHEMBL1614,DESLANOSIDE,Drug
chembl:CHEMBL431,SPIRAPRIL,Drug
chembl:CHEMBL284348,DALFAMPRIDINE,Drug
chembl:CHEMBL695,TRIMETHADIONE,Drug
chembl:CHEMBL2010601,IVACAFTOR,Drug
chembl:CHEMBL15245,YOHIMBINE,Drug
chembl:CHEMBL468837,HEPTABARBITAL,Drug
chembl:CHEMBL590799,CAMOSTAT,Drug
chembl:CHEMBL501711,HYPERFORIN,Drug
chembl:CHEMBL1251,GANIRELIX ACETATE,Drug
chembl:CHEMBL704,MESALAMINE,Drug
chembl:CHEMBL447,SECOBARBITAL,Drug
chembl:CHEMBL1200679,ZINC CHLORIDE,Drug
chembl:CHEMBL7413,METHOHEXITAL,Drug
chembl:CHEMBL15770,SULINDAC,Drug
chembl:CHEMBL1106,EPINASTINE,Drug
chembl:CHEMBL279898,ENPROFYLLINE,Drug
chembl:CHEMBL3301612,ENCORAFENIB,Drug
chembl:CHEMBL445022,VOACAMINE,Drug
chembl:CHEMBL479,THIORIDAZINE,Drug
chembl:CHEMBL2103975,VAPREOTIDE,Drug
chembl:CHEMBL1751,DIGOXIN,Drug
chembl:CHEMBL1648,ISRADIPINE,Drug
chembl:CHEMBL56367,NIMESULIDE,Drug
chembl:CHEMBL3833333,NABIXIMOLS,Drug
chembl:CHEMBL85,RISPERIDONE,Drug
chembl:CHEMBL829,METHYLPROMAZINE,Drug
chembl:CHEMBL465,DRONABINOL,Drug
chembl:CHEMBL654,MIRTAZAPINE,Drug
chembl:CHEMBL669,CYCLOBENZAPRINE,Drug
chembl:CHEMBL1303,ROTIGOTINE,Drug
chembl:CHEMBL2107861,ZALUTUMUMAB,Drug
chembl:CHEMBL708,ZIPRASIDONE,Drug
chembl:CHEMBL112,ACETAMINOPHEN,Drug
chembl:CHEMBL715,OLANZAPINE,Drug
chembl:CHEMBL1200624,ETHYNODIOL DIACETATE,Drug
chembl:CHEMBL1743259,ETOPERIDONE,Drug
chembl:CHEMBL14376,ILOPERIDONE,Drug
chembl:CHEMBL2105275,PROPYLHEXEDRINE,Drug
chembl:CHEMBL315838,ENCAINIDE,Drug
chembl:CHEMBL20,ACETAZOLAMIDE,Drug
chembl:CHEMBL1201168,ISOCARBOXAZID,Drug
chembl:CHEMBL193240,ROFLUMILAST,Drug
chembl:CHEMBL973,TERIFLUNOMIDE,Drug
chembl:CHEMBL163,RITONAVIR,Drug
chembl:CHEMBL50,QUERCETIN,Drug
chembl:CHEMBL4297723,CEMIPLIMAB,Drug
chembl:CHEMBL1200983,GALLIUM NITRATE,Drug
chembl:CHEMBL1200934,NORGESTIMATE,Drug
chembl:CHEMBL939,GEFITINIB,Drug
wikidata:Q1851701,DALTEPARIN,Drug
chembl:CHEMBL190044,TRIMEBUTINE,Drug
chembl:CHEMBL259209,MILNACIPRAN,Drug
chembl:CHEMBL2028019,CARIPRAZINE,Drug
chembl:CHEMBL1194666,DIETHYLPROPION,Drug
chembl:CHEMBL274323,ASPARTIC ACID,Drug
chembl:CHEMBL1739,METOCURINE IODIDE,Drug
chembl:CHEMBL3187365,ASENAPINE,Drug
chembl:CHEMBL807,MEMANTINE,Drug
chembl:CHEMBL275446,METIAMIDE,Drug
chembl:CHEMBL2105008,HYALURONATE SODIUM,Drug
chembl:CHEMBL1201087,CABERGOLINE,Drug
chembl:CHEMBL173562,CHEMBL173562,Drug
chembl:CHEMBL43452,POMALIDOMIDE,Drug
chembl:CHEMBL1201232,ISOPROPAMIDE,Drug
chembl:CHEMBL514800,APREMILAST,Drug
chembl:CHEMBL1096,AMLEXANOX,Drug
chembl:CHEMBL1336,SORAFENIB,Drug
chembl:CHEMBL1113,AMOXAPINE,Drug
chembl:CHEMBL1089,PHENELZINE,Drug
chembl:CHEMBL450,METHARBITAL,Drug
chembl:CHEMBL1396,VARENICLINE,Drug
chembl:CHEMBL603,ZAFIRLUKAST,Drug
chembl:CHEMBL451887,CARFILZOMIB,Drug
chembl:CHEMBL1086,DIBUCAINE,Drug
chembl:CHEMBL190461,CANNABIDIOL,Drug
chembl:CHEMBL697,METHSUXIMIDE,Drug
chembl:CHEMBL1590,PSEUDOEPHEDRINE,Drug
chembl:CHEMBL2107583,ERYTHRITYL TETRANITRATE,Drug
chembl:CHEMBL301523,PHENYLALANINE,Drug
chembl:CHEMBL3185220,CHEMBL3185220,Drug
chembl:CHEMBL1201201,METHAMPHETAMINE,Drug
chembl:CHEMBL651,METHADONE,Drug
chembl:CHEMBL495,ALPROSTADIL,Drug
chembl:CHEMBL254328,ABIRATERONE,Drug
chembl:CHEMBL1908315,GEMEPROST,Drug
chembl:CHEMBL750,ZONISAMIDE,Drug
chembl:CHEMBL1535,HYDROXYCHLOROQUINE,Drug
chembl:CHEMBL1201234,MEPHENTERMINE,Drug
chembl:CHEMBL448,PENTOBARBITAL,Drug
chembl:CHEMBL1684,BENDROFLUMETHIAZIDE,Drug
chembl:CHEMBL871,ETIDRONIC ACID,Drug
chembl:CHEMBL1484,NICARDIPINE,Drug
chembl:CHEMBL1171837,PONATINIB,Drug
chembl:CHEMBL1237022,TOCILIZUMAB,Drug
chembl:CHEMBL629,AMITRIPTYLINE,Drug
chembl:CHEMBL570,TRIFLUPROMAZINE,Drug
chembl:CHEMBL58343,AGMATINE,Drug
chembl:CHEMBL45816,MIBEFRADIL,Drug
chembl:CHEMBL1054,TRICHLORMETHIAZIDE,Drug
chembl:CHEMBL273264,NAFAMOSTAT,Drug
chembl:CHEMBL230011,TG100-115,Drug
chembl:CHEMBL1752,DYPHYLLINE,Drug
chembl:CHEMBL40,PHENOBARBITAL,Drug
chembl:CHEMBL640,PROCAINAMIDE,Drug
chembl:CHEMBL280074,OLOMOUCINE,Drug
chembl:CHEMBL605846,OLODATEROL,Drug
chembl:CHEMBL1766,DESOXIMETASONE,Drug
chembl:CHEMBL681,ETOMIDATE,Drug
chembl:CHEMBL460026,ICOSAPENT,Drug
chembl:CHEMBL345524,ANTRAFENINE,Drug
chembl:CHEMBL333826,DEQUALINIUM,Drug
chembl:CHEMBL1256,ISOFLURANE,Drug
chembl:CHEMBL476,DACARBAZINE,Drug
chembl:CHEMBL572878,TOZASERTIB,Drug
chembl:CHEMBL1544,LIOTHYRONINE,Drug
chembl:CHEMBL1112,ARIPIPRAZOLE,Drug
chembl:CHEMBL53,APOMORPHINE,Drug
chembl:CHEMBL2108086,SULODEXIDE,Drug
chembl:CHEMBL258805,SU-9516,Drug
chembl:CHEMBL590,MENADIONE,Drug
chembl:CHEMBL21731,MAPROTILINE,Drug
chembl:CHEMBL468,THALIDOMIDE,Drug
chembl:CHEMBL475534,NITRENDIPINE,Drug
chembl:CHEMBL384467,DEXAMETHASONE,Drug
chembl:CHEMBL238071,VINDESINE,Drug
chembl:CHEMBL1201438,ALDESLEUKIN,Drug
chembl:CHEMBL1004,DOXYLAMINE,Drug
wikidata:Q13530468,EPHEDRA,Drug
chembl:CHEMBL558,MEXILETINE,Drug
chembl:CHEMBL261454,CHEMBL261454,Drug
chembl:CHEMBL2109540,ALIROCUMAB,Drug
chembl:CHEMBL1237044,TRAMADOL,Drug
chembl:CHEMBL469,KETOROLAC,Drug
chembl:CHEMBL1444,LETROZOLE,Drug
chembl:CHEMBL1742982,AFLIBERCEPT,Drug
chembl:CHEMBL434394,NEBIVOLOL,Drug
chembl:CHEMBL2106265,DIMETHYLTHIAMBUTENE,Drug
chembl:CHEMBL54661,FLUPENTIXOL,Drug
chembl:CHEMBL1510,ELETRIPTAN,Drug
chembl:CHEMBL761,NAPHAZOLINE,Drug
chembl:CHEMBL936,DIPHENIDOL,Drug
chembl:CHEMBL221959,TOFACITINIB,Drug
chembl:CHEMBL1201830,RILONACEPT,Drug
chembl:CHEMBL6966,VERAPAMIL,Drug
chembl:CHEMBL770,TOLAZOLINE,Drug
chembl:CHEMBL894,BUPROPION,Drug
chembl:CHEMBL493,BROMOCRIPTINE,Drug
chembl:CHEMBL37744,ZIMELDINE,Drug
chembl:CHEMBL374478,RIFAMPIN,Drug
chembl:CHEMBL282724,SITAXENTAN,Drug
chembl:CHEMBL395091,ESKETAMINE,Drug
chembl:CHEMBL422,TRIFLUOPERAZINE,Drug
chembl:CHEMBL72,DESIPRAMINE,Drug
chembl:CHEMBL1743041,MOGAMULIZUMAB,Drug
chembl:CHEMBL1520,VARDENAFIL,Drug
chembl:CHEMBL420311,CHEMBL420311,Drug
chembl:CHEMBL1622,FOLIC ACID,Drug
chembl:CHEMBL45029,MEPHOBARBITAL,Drug
chembl:CHEMBL2104993,VORTIOXETINE,Drug
chembl:CHEMBL2111097,LEVAMLODIPINE,Drug
chembl:CHEMBL856,PRIMIDONE,Drug
chembl:CHEMBL1457,HYDROCODONE,Drug
chembl:CHEMBL499915,CARBENOXOLONE,Drug
chembl:CHEMBL811,BROMPHENIRAMINE,Drug
chembl:CHEMBL946,AZATADINE,Drug
chembl:CHEMBL522038,XIMELAGATRAN,Drug
chembl:CHEMBL1743068,SECUKINUMAB,Drug
chembl:CHEMBL711,PHENINDIONE,Drug
chembl:CHEMBL32,MOXIFLOXACIN,Drug
chembl:CHEMBL534,KETOTIFEN,Drug
chembl:CHEMBL1201891,DEFLAZACORT,Drug
chembl:CHEMBL415,CLOMIPRAMINE,Drug
chembl:CHEMBL1550,PHYTONADIONE,Drug
chembl:CHEMBL1492500,DOTHIEPIN,Drug
chembl:CHEMBL3183075,NIZATIDINE,Drug
chembl:CHEMBL850,SPARFLOXACIN,Drug
chembl:CHEMBL1200802,TALBUTAL,Drug
chembl:CHEMBL49,BUSPIRONE,Drug
chembl:CHEMBL505,CHLORPHENIRAMINE,Drug
chembl:CHEMBL997,IBANDRONIC ACID,Drug
chembl:CHEMBL275528,PHENCYCLIDINE,Drug
chembl:CHEMBL32800,FENOTEROL,Drug
chembl:CHEMBL12713,SERTINDOLE,Drug
chembl:CHEMBL2108581,CATUMAXOMAB,Drug
chembl:CHEMBL643,PROMETHAZINE,Drug
chembl:CHEMBL2107857,METRELEPTIN,Drug
chembl:CHEMBL2079587,STANOZOLOL,Drug
chembl:CHEMBL405,AMPHETAMINE,Drug
chembl:CHEMBL1560,CAPTOPRIL,Drug
chembl:CHEMBL1445,FLUOXYMESTERONE,Drug
chembl:CHEMBL744,RILUZOLE,Drug
chembl:CHEMBL127516,BUTAMBEN,Drug
chembl:CHEMBL1234004,LITHIUM ION,Drug
chembl:CHEMBL2105760,BREXPIPRAZOLE,Drug
chembl:CHEMBL19449,IBUDILAST,Drug
chembl:CHEMBL657,DIPHENHYDRAMINE,Drug
chembl:CHEMBL121,ROSIGLITAZONE,Drug
chembl:CHEMBL464,ETRETINATE,Drug
chembl:CHEMBL61593,CYCLOTHIAZIDE,Drug
chembl:CHEMBL43064,CINNARIZINE,Drug
chembl:CHEMBL95,TACRINE,Drug
chembl:CHEMBL585,TRIAMTERENE,Drug
chembl:CHEMBL22242,REMOXIPRIDE,Drug
chembl:CHEMBL649,NADOLOL,Drug
chembl:CHEMBL41,FLUOXETINE,Drug
chembl:CHEMBL1200807,NORELGESTROMIN,Drug
chembl:CHEMBL1115,PYRIDOSTIGMINE,Drug
chembl:CHEMBL1489,AZACITIDINE,Drug
chembl:CHEMBL3301622,GILTERITINIB,Drug
chembl:CHEMBL476960,VOGLIBOSE,Drug
chembl:CHEMBL1200686,PIMECROLIMUS,Drug
chembl:CHEMBL1522,ESZOPICLONE,Drug
chembl:CHEMBL440,THIAMYLAL,Drug
wikidata:Q6913198,MOROCTOCOG ALFA,Drug
chembl:CHEMBL27810,CELIPROLOL,Drug
chembl:CHEMBL1764,LEVOMEPROMAZINE,Drug
chembl:CHEMBL54440,MEVASTATIN,Drug
chembl:CHEMBL1377,CHLOROGUANIDE,Drug
chembl:CHEMBL269732,TACROLIMUS,Drug
chembl:CHEMBL444,BARBITAL,Drug
chembl:CHEMBL554,LAPATINIB,Drug
chembl:CHEMBL1075,MORICIZINE,Drug
chembl:CHEMBL896,HYDROXYZINE,Drug
chembl:CHEMBL439849,VILAZODONE,Drug
chembl:CHEMBL3545376,ERDAFITINIB,Drug
chembl:CHEMBL1200714,CHLORMEZANONE,Drug
chembl:CHEMBL607,MEPERIDINE,Drug
chembl:CHEMBL14249,ADENOSINE TRIPHOSPHATE,Drug
chembl:CHEMBL588,FENOLDOPAM,Drug
chembl:CHEMBL1201039,BENZTHIAZIDE,Drug
chembl:CHEMBL814,FLUVOXAMINE,Drug
chembl:CHEMBL1615439,PHENDIMETRAZINE,Drug
chembl:CHEMBL2387541,TETRAHYDROCANNABIVARIN,Drug
chembl:CHEMBL705,ALITRETINOIN,Drug
chembl:CHEMBL1393,SPIRONOLACTONE,Drug
chembl:CHEMBL17157,TERFENADINE,Drug
chembl:CHEMBL42,CLOZAPINE,Drug
chembl:CHEMBL75880,PERHEXILINE,Drug
chembl:CHEMBL1200604,TROPICAMIDE,Drug
chembl:CHEMBL428647,PACLITAXEL,Drug
chembl:CHEMBL685,MEBENDAZOLE,Drug
chembl:CHEMBL1282,IMIQUIMOD,Drug
chembl:CHEMBL344159,TOLVAPTAN,Drug
chembl:CHEMBL1326877,DIOXYBENZONE,Drug
chembl:CHEMBL1628227,DOXEPIN,Drug
chembl:CHEMBL54,HALOPERIDOL,Drug
chembl:CHEMBL113,CAFFEINE,Drug
chembl:CHEMBL1200438,TIOCONAZOLE,Drug
chembl:CHEMBL1908342,PICROTOXIN,Drug
chembl:CHEMBL650,METHYLPREDNISOLONE,Drug
chembl:CHEMBL1189679,PALONOSETRON,Drug
chembl:CHEMBL1021,NEPAFENAC,Drug
chembl:CHEMBL1201392,FLUMETHASONE,Drug
chembl:CHEMBL3545127,NETARSUDIL,Drug
chembl:CHEMBL211456,EPHEDRINE,Drug
chembl:CHEMBL331378,ZOFENOPRIL,Drug
chembl:CHEMBL2105372,ROCIVERINE,Drug
chembl:CHEMBL13852,CIRAZOLINE,Drug
chembl:CHEMBL1421,DASATINIB,Drug
chembl:CHEMBL1509,DROSPIRENONE,Drug
chembl:CHEMBL421,SULFASALAZINE,Drug
chembl:CHEMBL1201779,BENZYLPENICILLOYL POLYLYSINE,Drug
chembl:CHEMBL2107797,NORGESTREL,Drug
chembl:CHEMBL511115,CILOMILAST,Drug
chembl:CHEMBL709,ALFUZOSIN,Drug
chembl:CHEMBL190,THEOPHYLLINE,Drug
chembl:CHEMBL911,ZOLPIDEM,Drug
chembl:CHEMBL641,ATOMOXETINE,Drug
chembl:CHEMBL16,PHENYTOIN,Drug
chembl:CHEMBL3353410,OSIMERTINIB,Drug
chembl:CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,Drug
chembl:CHEMBL931,HALOTHANE,Drug
chembl:CHEMBL945,AMILORIDE,Drug
chembl:CHEMBL231068,FLIBANSERIN,Drug
chembl:CHEMBL3099695,OSILODROSTAT,Drug
chembl:CHEMBL266481,GLUCAGON,Drug
chembl:CHEMBL1435,CEFAZOLIN,Drug
chembl:CHEMBL87493,FENFLURAMINE,Drug
chembl:CHEMBL728,PROCHLORPERAZINE,Drug
chembl:CHEMBL39560,ACEPROMAZINE,Drug
chembl:CHEMBL10247,THIORPHAN,Drug
chembl:CHEMBL470670,LEVOMENTHOL,Drug
chembl:CHEMBL41286,DIACEREIN,Drug
chembl:CHEMBL15891,LINDANE,Drug
chembl:CHEMBL517712,ATROPINE,Drug
chembl:CHEMBL628,PENTOXIFYLLINE,Drug
chembl:CHEMBL1429,DESMOPRESSIN,Drug
chembl:CHEMBL312448,XYLOMETAZOLINE,Drug
chembl:CHEMBL462605,PITOLISANT,Drug
chembl:CHEMBL278172,BENZOCAINE,Drug
chembl:CHEMBL52440,DEXTROMETHORPHAN,Drug
chembl:CHEMBL2074922,EFONIDIPINE,Drug
chembl:CHEMBL652,FLECAINIDE,Drug
chembl:CHEMBL564,PROMAZINE,Drug
chembl:CHEMBL3989924,LUTETIUM DOTATATE LU-177,Drug
chembl:CHEMBL1201286,OXYPHENONIUM,Drug
chembl:CHEMBL1008,BEPRIDIL,Drug
chembl:CHEMBL132767,TRAPIDIL,Drug
chembl:CHEMBL460,MOLINDONE,Drug
chembl:CHEMBL2106627,DIACETYLMORPHINE HYDROCHLORIDE,Drug
chembl:CHEMBL19224,PAPAVERINE,Drug
chembl:CHEMBL1237021,LURASIDONE,Drug
chembl:CHEMBL248702,DEXFENFLURAMINE,Drug
chembl:CHEMBL2106618,GLISOXEPIDE,Drug
chembl:CHEMBL2103749,BIVALIRUDIN,Drug
chembl:CHEMBL1601669,ALFACALCIDOL,Drug
chembl:CHEMBL270190,ALVIMOPAN,Drug
chembl:CHEMBL3707222,VOLIXIBAT,Drug
chembl:CHEMBL1617,RIFAXIMIN,Drug
chembl:CHEMBL1185,ZOLMITRIPTAN,Drug
chembl:CHEMBL3989810,MAGNESIUM SALICYLATE,Drug
chembl:CHEMBL3989908,ENASIDENIB,Drug
chembl:CHEMBL742,KETAMINE,Drug
chembl:CHEMBL1278,NARATRIPTAN,Drug
chembl:CHEMBL19,METHAZOLAMIDE,Drug
chembl:CHEMBL47072,KETOBEMIDONE,Drug
chembl:CHEMBL1496,ROSUVASTATIN,Drug
chembl:CHEMBL1531,ETONOGESTREL,Drug
chembl:CHEMBL1652,AMBENONIUM,Drug
chembl:CHEMBL339611,CHEMBL339611,Drug
chembl:CHEMBL220491,BRINZOLAMIDE,Drug
chembl:CHEMBL1201828,ECULIZUMAB,Drug
chembl:CHEMBL660,AMANTADINE,Drug
chembl:CHEMBL404216,TOFISOPAM,Drug
chembl:CHEMBL597,PHENTOLAMINE,Drug
chembl:CHEMBL524,METHOXAMINE,Drug
chembl:CHEMBL178,DAUNORUBICIN,Drug
chembl:CHEMBL89598,VIGABATRIN,Drug
chembl:CHEMBL9352,NARINGENIN,Drug
chembl:CHEMBL633,AMIODARONE,Drug
chembl:CHEMBL502835,NINTEDANIB,Drug
chembl:CHEMBL601719,CRIZOTINIB,Drug
chembl:CHEMBL1201294,DIPHENOXYLATE,Drug
chembl:CHEMBL100116,PENTAZOCINE,Drug
chembl:CHEMBL521,IBUPROFEN,Drug
chembl:CHEMBL340807,HARMALINE,Drug
chembl:CHEMBL38943,GW501516,Drug
chembl:CHEMBL1316,CARPROFEN,Drug
chembl:CHEMBL990,BUTENAFINE,Drug
chembl:CHEMBL278819,MINAPRINE,Drug
chembl:CHEMBL1294,QUINIDINE,Drug
chembl:CHEMBL716,QUETIAPINE,Drug
chembl:CHEMBL841,LOPERAMIDE,Drug
chembl:CHEMBL2107866,PEGINESATIDE,Drug
chembl:CHEMBL864,CARBINOXAMINE,Drug
chembl:CHEMBL1760,TERBUTALINE,Drug
chembl:CHEMBL2218904,LORPIPRAZOLE,Drug
chembl:CHEMBL4297522,PEMIGATINIB,Drug
chembl:CHEMBL1029,MIGLUSTAT,Drug
chembl:CHEMBL1487,ATORVASTATIN,Drug
chembl:CHEMBL1200853,DYDROGESTERONE,Drug
chembl:CHEMBL1257,ENFLURANE,Drug
chembl:CHEMBL2108250,ANISTREPLASE,Drug
chembl:CHEMBL87563,GABEXATE,Drug
chembl:CHEMBL328190,LASOFOXIFENE,Drug
chembl:CHEMBL310671,SACCHARIN,Drug
chembl:CHEMBL86304,MOCLOBEMIDE,Drug
chembl:CHEMBL12856,INAMRINONE,Drug
chembl:CHEMBL449,BUTABARBITAL,Drug
chembl:CHEMBL2107834,RIOCIGUAT,Drug
chembl:CHEMBL701,BACLOFEN,Drug
chembl:CHEMBL1451,TRIAMCINOLONE,Drug
chembl:CHEMBL191,LOSARTAN,Drug
chembl:CHEMBL1087,MEPIVACAINE,Drug
chembl:CHEMBL90593,PRASTERONE,Drug
chembl:CHEMBL58832,ASPARAGINE,Drug
chembl:CHEMBL1201284,CINACALCET,Drug
chembl:CHEMBL33986,BUTORPHANOL,Drug
chembl:CHEMBL746,NEDOCROMIL,Drug
chembl:CHEMBL59,DOPAMINE,Drug
chembl:CHEMBL398435,TICAGRELOR,Drug
chembl:CHEMBL1201346,BALSALAZIDE,Drug
chembl:CHEMBL302795,TENOXICAM,Drug
chembl:CHEMBL548,DINOPROSTONE,Drug
chembl:CHEMBL1200830,FERROUS SULFATE,Drug
chembl:CHEMBL1073,GLIPIZIDE,Drug
chembl:CHEMBL1742992,BLINATUMOMAB,Drug
chembl:CHEMBL1789941,RUXOLITINIB,Drug
chembl:CHEMBL1201776,TAPENTADOL,Drug
chembl:CHEMBL1118,DESVENLAFAXINE,Drug
chembl:CHEMBL517,DISOPYRAMIDE,Drug
chembl:CHEMBL361708,HYMENIALDISINE,Drug
chembl:CHEMBL264374,BEZAFIBRATE,Drug
chembl:CHEMBL1200969,DUTASTERIDE,Drug
chembl:CHEMBL1366933,ESMIRTAZAPINE,Drug
chembl:CHEMBL1201129,DECITABINE,Drug
chembl:CHEMBL1502,PANTOPRAZOLE,Drug
chembl:CHEMBL1618102,BUTYLSCOPOLAMINE,Drug
chembl:CHEMBL1454910,NITROXOLINE,Drug
chembl:CHEMBL24,ATENOLOL,Drug
chembl:CHEMBL2103873,MACITENTAN,Drug
chembl:CHEMBL1200993,GALLAMINE TRIETHIODIDE,Drug
chembl:CHEMBL863,CYSTEINE,Drug
chembl:CHEMBL900,ORPHENADRINE,Drug
chembl:CHEMBL1201229,DEMECARIUM,Drug
chembl:CHEMBL636,RIVASTIGMINE,Drug
chembl:CHEMBL43048,MIDOMAFETAMINE,Drug
chembl:CHEMBL600,ACETYLCYSTEINE,Drug
chembl:CHEMBL1201227,CYCRIMINE,Drug
chembl:CHEMBL2103827,DROXIDOPA,Drug
chembl:CHEMBL3545022,ULIXERTINIB,Drug
chembl:CHEMBL3707313,TRIFAROTENE,Drug
chembl:CHEMBL266497,SORBINIL,Drug
chembl:CHEMBL2104895,SETIPTILINE,Drug
chembl:CHEMBL90,HISTAMINE,Drug
chembl:CHEMBL373742,VASOPRESSIN,Drug
chembl:CHEMBL2252949,(-)-CAMPHOR,Drug
chembl:CHEMBL1072,BUMETANIDE,Drug
chembl:CHEMBL1287853,FEDRATINIB,Drug
chembl:CHEMBL38,TRETINOIN,Drug
chembl:CHEMBL1481,GLIMEPIRIDE,Drug
wikidata:Q2195458,CLOVE OIL,Drug
chembl:CHEMBL1657,TAZAROTENE,Drug
chembl:CHEMBL1437,NOREPINEPHRINE,Drug
chembl:CHEMBL1078261,PROPIVERINE,Drug
chembl:CHEMBL19215,METERGOLINE,Drug
chembl:CHEMBL452076,CILNIDIPINE,Drug
chembl:CHEMBL1518,PROPYLTHIOURACIL,Drug
chembl:CHEMBL1615438,LEVOCABASTINE,Drug
chembl:CHEMBL703,SUXAMETHONIUM,Drug
chembl:CHEMBL1372,OXIGLUTATIONE,Drug
chembl:CHEMBL1623,MECLIZINE,Drug
wikidata:Q47522232,TRIFERIC,Drug
chembl:CHEMBL1083659,SUVOREXANT,Drug
chembl:CHEMBL427216,GLICLAZIDE,Drug
chembl:CHEMBL92,DOCETAXEL,Drug
chembl:CHEMBL494,ILOPROST,Drug
chembl:CHEMBL1472975,PEROSPIRONE,Drug
chembl:CHEMBL1290,PENBUTOLOL,Drug
chembl:CHEMBL2110816,BUTRIPTYLINE,Drug
chembl:CHEMBL79,LIDOCAINE,Drug
chembl:CHEMBL50894,ALSTERPAULLONE,Drug
chembl:CHEMBL2074972,BENIDIPINE,Drug
chembl:CHEMBL1419,SIBUTRAMINE,Drug
chembl:CHEMBL898,DIFLUNISAL,Drug
chembl:CHEMBL916,TIROFIBAN,Drug
chembl:CHEMBL6437,MIANSERIN,Drug
chembl:CHEMBL1623738,THONZYLAMINE,Drug
